Date,Close,High,Low,Open,Volume,EPS,Revenue,ROE,P/E
2014-01-02 00:00:00-05:00,17.23430061340332,17.355816227161117,17.199715937858418,17.313753514092216,234684800,6.07,391034994688,1.5741299,40.006588
2014-01-03 00:00:00-05:00,16.855728149414062,17.252054004089825,16.83859057057612,17.225882546670352,392467600,6.07,391034994688,1.5741299,40.006588
2014-01-06 00:00:00-05:00,16.947647094726562,17.037069037189326,16.62578700762298,16.74574509824879,412610800,6.07,391034994688,1.5741299,40.006588
2014-01-07 00:00:00-05:00,16.826440811157227,17.010894016983794,16.760386498908208,16.959795774829853,317209200,6.07,391034994688,1.5741299,40.006588
2014-01-08 00:00:00-05:00,16.933000564575195,16.998430876200807,16.78437835982066,16.78811571339537,258529600,6.07,391034994688,1.5741299,40.006588
2014-01-09 00:00:00-05:00,16.716766357421875,17.038937579368163,16.680311348794312,17.037067238410643,279148800,6.07,391034994688,1.5741299,40.006588
2014-01-10 00:00:00-05:00,16.605224609375,16.85012450457416,16.548205823515346,16.819901186779003,304976000,6.07,391034994688,1.5741299,40.006588
2014-01-13 00:00:00-05:00,16.692153930664062,16.903091469064623,16.509880534861917,16.510815705426197,378492800,6.07,391034994688,1.5741299,40.006588
2014-01-14 00:00:00-05:00,17.0242919921875,17.03488504280419,16.752283884724726,16.769732632567425,332561600,6.07,391034994688,1.5741299,40.006588
2014-01-15 00:00:00-05:00,17.366092681884766,17.454581100907788,17.188493506242075,17.246447446926826,391638800,6.07,391034994688,1.5741299,40.006588
2014-01-16 00:00:00-05:00,17.269193649291992,17.35020403748294,17.18911676754618,17.28944624633973,229278000,6.07,391034994688,1.5741299,40.006588
2014-01-17 00:00:00-05:00,16.846073150634766,17.20127157434489,16.822081532190783,17.18288931543584,426739600,6.07,391034994688,1.5741299,40.006588
2014-01-21 00:00:00-05:00,17.107797622680664,17.138954441652395,16.83828215295127,16.856042072246574,328526800,6.07,391034994688,1.5741299,40.006588
2014-01-22 00:00:00-05:00,17.183818817138672,17.363908984481345,17.068534951895547,17.16512373153069,379985200,6.07,391034994688,1.5741299,40.006588
2014-01-23 00:00:00-05:00,17.32932472229004,17.339295434843397,16.97506157790012,17.13490081951189,403239200,6.07,391034994688,1.5741299,40.006588
2014-01-24 00:00:00-05:00,17.01432228088379,17.311877862057656,16.973193087118727,17.26140195625722,429354800,6.07,391034994688,1.5741299,40.006588
2014-01-27 00:00:00-05:00,17.152355194091797,17.286334204977017,17.00435694272384,17.13895829140616,554878800,6.07,391034994688,1.5741299,40.006588
2014-01-28 00:00:00-05:00,15.781411170959473,16.04625078488883,15.643380341123372,15.851826845588764,1065523200,6.07,391034994688,1.5741299,40.006588
2014-01-29 00:00:00-05:00,15.602256774902344,15.808521822027563,15.5358912701346,15.701962280510708,502810000,6.07,391034994688,1.5741299,40.006588
2014-01-30 00:00:00-05:00,15.57203197479248,15.781413683066102,15.476067161172134,15.658027736404026,678501600,6.07,391034994688,1.5741299,40.006588
2014-01-31 00:00:00-05:00,15.597578048706055,15.626555020445611,15.377916162557245,15.428703239303713,464797200,6.07,391034994688,1.5741299,40.006588
2014-02-03 00:00:00-05:00,15.626550674438477,15.819729877641011,15.55707019215512,15.6602018250364,401464000,6.07,391034994688,1.5741299,40.006588
2014-02-04 00:00:00-05:00,15.85275650024414,15.873633094502873,15.664875471935582,15.761153079716227,376681200,6.07,391034994688,1.5741299,40.006588
2014-02-05 00:00:00-05:00,15.971158027648926,16.05497225060125,15.773617443885854,15.783276987736997,328344800,6.07,391034994688,1.5741299,40.006588
